,Trig_date,District,Chiefdom,Section,Name_of_community,t_q1,t_q2,t_q3,t_q4,t_q5,t_q6,t_q7,t_q8,t_q9,t_q10,t_q11
5860,2015-01-15,Bonthe,Bum,Koimato,Fakono,,1.0,1.0,Pastor,High,Ebola has creat large number of teenage pregnancy in our society,What kind of strangers are we to allow in our community?,"The touching of someone body may lead to the virus like fluids,blood,saliva and stood.Washing dead person during ebola period and touching sick patient by this time.",no strangers are allowed into our community no body is allow to buried the dead,,Poor communication net work and poor road network
5861,2015-01-15,Bonthe,Bum,Gbondubum,Kpandebu,,1.0,1.0,Town Elder,Very High,"The ebola has brought more hardship to their community,If ebola could not get out of Sierra Leone it will increase the illiteracy rate in the country",Why are people taking body temerature of people while travelling?,"Strangers ,delay in government policies and some traditional practices with regards to dead body","don wash dead body ,Do keep sick people in the town but at the health centres ,No hand shaking",The government should enforce all bye-laws inplementation by community .The government should stop all inter-district travelling expect vehicles with food and medice items,No obstacle reslly because these are issues that are control by different people in the village.
5862,2015-01-15,Bonthe,Bum,Torma,Loponga,,1.0,1.0,Contact Tracer,Medium,"Business not flowing ,no education and no food in the community",When will ebola come to an end?is the government going to treat the animals in the bush,"Hand shaking ,strangers entring the community and public gathering",we do no allowed any body to buried without the burial team,Teenage pregnancy is highly increase because of ebola,Provision of food and money to give to our task force-men to put more force on the action-plan and no markeking to sell our food products
5863,2015-01-15,Bonthe,Bum,Lanji,Neiba,,1.0,1.0,Imma,High,What Government has plan for the reopening of school and when ebola is going to finish,How can ebola effect somebody and what are the symptoms of ebola,By eating bush meat like monkey;bat etc.When you get contact with an effect person;also by allowing public gathering an allowing strangers from different communities,allow safe burial wash hands at anytime,Poor medical facilities and lack of food in the community,The concerns about the community is the capacity of the action plan;to allow the people to go about their normal business eg like trade fair;school going and free movement of people
5864,2015-01-15,Bonthe,Bum,Tamba,Ngejia,,1.0,1.0,Town Chief,High,"Restriction of movement ,no food ,no trade faire and education",Is there any vaccine to cure ebola?and when will it end,"Hand shaking ,strangers entring the community and public gathering",no social or public gathering no hand shaking and no strangers allowed to come in,"No education for their children,and no money to manage their home","The champion request for top-up to make calls concern to the programm,and phones "
5865,2015-01-15,Bonthe,Bum,Fikie,Ngepehun,,1.0,1.0,Youty Leader,Very High,"we the community people here,we all pray that ebola will go out of this counitry","We do not have ebola in our community here,but if our our love once dies,they must put them in the plastic why??","By touching the dead body,washing the dead,keeping a sick patient at home and as well as in the community ",we do not allowed anyone to cross through the river to enter into our community,WE want our children to have education back,WE are missing our love once because ebola we cant reach them
5866,2015-01-15,Bonthe,Jong,Bashaka,Gbamusu,,1.0,1.0,Immam,Medium,We want ebola to go out of sierra leone.,Do burial team burried with out body bag?,Washing and conducting burials.,no night entering in to our community,We only thank God for his protection.,No concern because tax force is working.
5867,2015-01-15,Bonthe,Jong,Fallewuja,Kaniya,,1.0,1.0,YouthLeader,Very High,No trade fare and no Education,when will ebola free,when buring dead bodies without the burial team.,not to accept strangers from another district,If there will be any provision for the community after the end  of ebola,We need help from WHO to reduce the high rate of pregnancy
5868,2015-01-15,Bonthe,Jong,Tucker Nyama,Levuma,,0.0,1.0,Chief,High,Going to the hospital but unsure of surviving,Does people suffering from ebola has a higher rate of survival?,"Touchng ebola patient,eating of bush meat",isolation of seek people public gathering screening of strangers,wash their hands before eating,"Bad road,network problem"
5869,2015-01-15,Bonthe,Jong,Kumabeh/Kwe,Mogbando,,1.0,1.0,youth leader,High,The ambulance Is not safe interms of handling patients.,Why we should stop eating bush meat?,"Through body fluid, through body contact and hand shaking.",no traditional healer is allow to treat any sick person,"Since the out brake of ebola, we have never had people to talk abont ebola expect radio.",Ownership/Implementation.
5870,2015-01-15,Bonthe,Jong,Landi Ngere,Njagbema,,1.0,1.0,youth leader,High,We should work together to stop ebola.,Can ebola be transmit through injection?,"Touching dead bodies, sick persons of ebola no safe practises. ",no strangers are allowed is allow in our community,"""NGOs should learnt  from Restless Development by training people and send them at the field"".By Abdulia Bangura.",Lack of hand washing items.
5871,2015-01-15,Bonthe,Jong,Superclvland,Peppo,,1.0,1.0,YouthLeader,High,That who so ever is taken to the hospital can not survived,Can ebola be in chicken?,Visiting the sick,communities should no more buried copes,No schooling for their childer.,Ebola is danger and danger to undertake it work.
5872,2015-01-15,Bonthe,Kpanda Kema,Sewema,Likono,,1.0,1.0,Survillence officer,Medium,There is nothing that will safe guard them if their outbreak because no good toilet and drinking  water ,When will ebola end?,"Visiting sick, Washing dead body  illegal gathering","no accommodation for visitors ,No caring for the sick",They thought we went to spy and send the massage,Lawlessness of youth to hold the by laws especially okada riding after 7:Pm
5873,2015-01-15,Bonthe,Kpanda Kema,Gbonge,Motamie,,1.0,1.0,Youth Leader,Very High,"Ebola  crisis cause lost of relatives  and family .food shortages, Economic hardship, no schools or trade fare",What is ebola ? How will they  care for ebola patient? What is the important  of temperature  machine ,"Direct touching of fliud from the sick person, hiding of the ebola sick person at home,using of bedniess of sick person ,traditional harmful practices",daily surveillance of home for sick person .No eating of bush meat avoid secrete burial,"No support coming from overseas,NO more community burials  ,no public toilet",Complete behaviour changes with regards to to Ebola post benefit
5874,2015-01-15,Bonthe,Kpanda Kema,Senjehun,Samie,,1.0,1.0,Women's leader,High,"Some body become weak and experince fever vomiting ,headache  is that an ebola",How long have ebola existing been in the world ?,"When allowed self burial,encourage strangers an body contact",no social or public gathering because body contact no hand shaking and no strangers allowed to come in communities,Their children from outside  are no longer allow in the community ifto help them interns of food and there is no business to sustain their lives because of this crisis,"Public gathering in the community ,Visiting sick people"
5875,2015-01-15,Bonthe,Nongoba Bullom,Nganyama,Mende ,,1.0,1.0,youth leader,High,The bye-laws expected to come to an end,If all burial is ebola?,"touching of the dead,touching of ebola patient",avoid public gathering body contact,Free education for girl child after ebola,Poor road network
5876,2015-01-15,Bonthe,Nongoba Bullom,Gbap,Molanda,,1.0,1.0,Town Chief,High,That ebola is a killer disease,How is government and Organizations is working with the government to fight th ebola,Eating of bush meat,regular hand washing,Taking care of orphans,provision of top -up
5877,2015-01-15,Bonthe,Nongoba Bullom,Mbawoma Gpenge,Morkasie,,1.0,1.0,CHW,Very High,Ebola has stop  secret  society,when ebola will come to an end?                                                                     ,Ebola is spread throug sex,quaint the sick,government has to sopport them finance,poor education
5878,2015-01-15,Bonthe,Nongoba Bullom,Manyyimmi,Ngehun,,1.0,1.0,Town Chief,Very High,we want sierraleone to be ebola free,are not to eat bush meat,hand shaking,nobody is allowed to keep strangers,Hunger,Monitoring by police
5879,2015-01-15,Bonthe,Sittia,Bamba,Bojama,,1.0,1.0,Town Chief,High,They want to hear when ebola will end and the trade fair will open?,Their  childern are not going to school?,Late report to the hospital for early treatment,strangers from other region or district are not allow in their communities or must be reported by the person hosting him her,Their  normal activities have be band if ebola continue for how long can they live, fishing will the biggest problem because every one goes to fishing  to find their living
5880,2015-01-15,Bonthe,Sittia,Yoni,Mobayeh,,1.0,1.0,,High,Trace fare is close  no other source of getting money,Why really no vaccince for Ebola?,"Eating bush meat especially monkey,Unprotected sex","no strangers are allow to pass a night ,No burial attendance by either villages refer all sick to the nearest health centre",Practising proper hygine is the only way of preventing the community,No farm work
5881,2015-01-15,Bonthe,Sittia,Sangabu,Tiassna,,1.0,1.0,Assistant chief,High,shortage of food since there is no movement Fear and lack of confidence in members,What kind of disease is this and when will it come to an end?,"Burying of dead bodies proven to affected,clustering whilst in a gathering.hiding and caring for the sick uncovered",no one is allowed to keep unidentified stranger into this community,The practces of hgyiene exercises to keep there community clean for ay outbreak,"they need pictures on ebola,and there is no coverage tocall or send any information"
5882,2015-01-15,Bonthe,Sogbini,Pengor,Bayama,,1.0,1.0,ciziten,High,Ebola uncurable,Why no public gathering ? How to prevent ebola ?Why  asking for  household? When ebola will go ,"Strangers  entering the communties,Eating bush meat,","no accommodation of strangers ,Av eating bush meat frequent hand washing",No health facility,"No avaialability of Veronical bucket ,chlorine"
